star_score,reple
10,"간만에 화면이 아름다운, 영화다운 영화를 보고왔습니다. 러닝타임 내내 파리에서 인어와 함께 즐기고 사랑한듯한, 정말 간만에 느껴보는 아름다운 경험을 할 수 있는 몰입감 높은 영화였어요"
8,인형처럼 예쁜 인어와 낭만 감성의 소유자 가스파르의 로맨스. 그보다 더 동화적 분위기 작렬인 영상미가 단연 돋보인다. 더불어 동화책을 활용한 연출도 아름답다.
10,내가 딱 상상하던 인어가 그대로 화면에.. 진짜 영상미 너무 예뻐요. 어른들의 동화같은 느낌이랄까.. 파리 전경도 너무 아름다워서 여행가고 싶은 마음 듬뿍 ㅠㅠ 두 사람이 듀엣 부르던 장면이 가장 기억에 남네요.
10,사랑은 동화같은 것
10,어른을 위한 아름다운 동화
9,낭만적이고 순수한 사랑 이야기. 분위기가 잔잔하고 동화같이 예뻐서 설렜음. 그나저나 바버렛츠 언니들을 여기서 보다니 반갑네요!!
9,생각보다 재미있고 노래가 좋음
벌새
8,손가락을 움직이는 이 세상 모든 은희들에게
10,방금 봤는데 올해 최고의 작품인정. 이런게 진짜 한국영화의 힘이다. 숨막히게 세상을 짓누르는 압력에 세밀하게 그 압력이 빠져나가는 곳은 바로 우리의 삶이다. 이렇게 세상의 일을 개인생활속에 투영시키는 영화는 이영화가 최고다 더이상 할말이 없다.
9,"언니, 그건 지난 학기잖아요ㅜㅜ"
10,김새벽의 말들이 모든이들을 달래어주는것만같았다  여운이 오래갈 것 같다
10,한 개인의 흔들리는 내면을 통과하며 함께 흔들 거리는 사회도 보여준다.
10,은희는 어떤 어른이 되었을까요
10,디테일이 좋았다. 다시 보고 곱씹어 보면 더 여운이 남을듯. 한번 더 볼 것. 김새벽 배우 하트
8,"영화를 보는 내내 김영지라는 사람의 인생을 듣고싶다는 생각을 계속 했습니다. 그리고 수술해야 한다는 은희를 보며 우는 아버지, 반찬을 덜어주는 어머니, 그 관심에 기분 좋아 웃는 은희. 어릴때의 내가 생각나 안아주고 싶었어요."
9,어떻게 사는 것이 맞을까 어느날 알 것 같다가도 정말 모르겠어 다만 나쁜 일들이 닥치면서도 기쁜 일들이 함께 한다는 것 우리는 늘 누군가를 만나 무언가를 나눈다는 것 세상은 참 신기하고 아름답다.
10,"GV 할 때 모든 관객이 울고, 저마다의 은희를 고백하는 과정이 아직도 선연하다. 가부장제는 우리 세대를 관통하는 지극히 폭력적인 원체험이다."
몽상가들
9,처음 볼때는 에바 그린의 눈부신 자태에 홀려 영화의 심오한 메세지를 알아차리지 못했다
8,진지한 얼굴을 한 모자란 어른아이들
9,"야하다고 생각하면 야하게 보이고,예술적이라고 생각하면 예술적인 영화더럽다고만 판단하기에는 영화에 담은 메세지가 많다. 분명 주인공들의 관계는 깨끗하지 않으나 그시대의 예술과 혼돈을 보여줬다."
10,어렵다.
9,왠지 상실의 시대를 읽고 있는것 같다. 이 시대 젊은이들에게 바친다.
10,배우로서는 모든걸 보여줬어도 잃은게없는 작품
10,꿈에서 깨기 싫다... 깨는 순간 냉담한 현실뿐 이니까.....
10,영화보고 감탄하고 리뷰보고 또감탄
8,이런 멋스러운 철딱서니들.
8,에바그린 나오면 넋을 놓고보게된다
우리집 똥멍청이
10,샤를로뜨 갱스부르 여전히 존멋! 오랜만에 스크린에서 봐서 좋았습니다ㅋ 스토리도 공감가는 현실가족 이야기라 굳^^
8,지루할 것 같지만 전혀 그렇지 않고 몰입하고 재밌게 봤다. 프랑스식 유머라기보다는 누구나 웃을 만한 요소가 많다. 결말이 예상되는 조금 뻔한 전개긴 하지만 지루하지 않고 재밌게 흘러갔다는 점에서 높은 점수를 주고 싶다.
10,새를로뜨 갱스부르가 엄마로 나오는 모습도 신선하고 실제 커플인 이반 아탈과의 케미도 좋았어요- 무엇보다 똥멍충이 너무 웃기고 귀얍 ㅋㅋㅋ
10,별 생각없이 보다가... 시간흐르는줄 몰랐다
10,"주말영화 편안하게 보고 싶은 영화찾다가 제목에 끌려서 선택했던 영화 기대 이상입니다:)연기,스토리 그리고 번역도 올드하지 않은 영한 느낌에 OST가 찰떡이네요지루할것 같지만 전혀 아니여서 더 몰입할수 있었고충분히 공감할 수 있었던 가족영화네요재밌게 잘 봤습니다^^"
5,"코믹영화인줄 알고 봤으나, 코믹영화 아닙니다.진지한 영화에요. 돋보이는 촬영효과가 있고프랑스영화 느낌의 거친느낌이 있습니다.노렸다면 노력이고, 대충이면 대충일 것 같은 느낌들이 인상적이였네요,"
10,진짜 너무 잘만든영화인생에 대해 생각해보게하는... 소설 형식의 편집기법이지만 작위적이지않고 너무 좋다!
8,스토리도 연기도 다 좋았습니다가족에 대해 생각할 수 있는 좋은 시간이었어요~
10,똥멍청이 계속 보니 정든다 프랑스나 한국이나 가족들 사는건 비슷한 듯? 좀비만 연속으로 보다가 오랜만에 가족 코미디로 마음을 진정시킬 수 있어 좋았음
10,굿 배우들의 연기와 배경 째즈 음악과 감독의 연출 다 멋졌습니다
트로이
9,처음부터 끝까지 레골라스 떔에 빡치는 영화
10,진짜 명작이네요. 이 영화를 왜 이제서야 봤는지.. 극장에서 봤으면 더 재밌었을텐데 하는 아쉬움이 계속... 그나저나 브래드 피트는 왜케 섹시한거야!
9,프리아모스 왕과 아킬레스의 장면은 지금봐도 눈물이..
10,다 좋은데...트로이 프리아모스 왕이 불쌍해 보이는건 나뿐인가...
10,신화가 실제로 어떤 사실에 근거해 만들어지는지를 보여주는 영화. 허항된 영화 같지만 의외로 세세한 부분들이 역사의 고증을 따른 살아있는 케릭터와 재미있는 이야기에 전쟁의 슬픔까지도 보여주는 영화. 명작임에 틀림없다.
10,난 남자인데 아킬레우스보다도 헥토르 에릭바나가 너무멋있다 진심
10,동생이 사고치고 형이 수습하는 이야기.
9,파리스 너무빡침 브래드안죽길바랬는데..그래도 선과악이존재한다는걸느낌 진짜브래드오빤 상남자
10,헥토르는 먼죄야..ㅠㅠ
10,"브래드피트 섹시하구, 헥토르 너무 멋지닷! 전쟁에 나가기전 병사들에게 항상 왕을 섬기고 조국을 위하며 아내를 사랑하라+.+멋쪄~ 거대한 전쟁 장면에 눈을 땔수 없었다능~음악도 좋아~!"
로제타
8,죽고 싶지만 죽을 수 없는 운명. 우리의 삶도 로제타와 비슷하지 않을까. 인생이란 축복이자 한 편으론 저주가 아닐까 삶의 배경을 한 번 더 생각할 수 있었고 먹먹하게 만든 영화. 지금 처해있는 상황이 로제타와 비슷해서 그럴 수도. 평범하게 살고만 싶다
8,정말 짧은 러닝타임 내에서 정말 중요한것만 보여주는 영화 였어요. 누가 로제타에게 돌을 던질 수 있을까요 영화가 끝난 뒤 OST 들으며 다시 되새김질 하려고 했는데 생각해보니 OST가 없더군요 그치만 OST 없이도 충분히 다시금 떠오르는 영화였습니다.
8,왜 약자들끼리만 싸워야 하는가. 로제타와 리케 두 사람 모두 잘못이 없다.
10,삶의 무게를 온 몸으로 지탱하는 로제타를 보며 나 자신을 많이 반성했다
8,죽는 것도 돈이 있어야 하는 아이러니… 없이 지내는 삶에서 인간적 존엄과 도의적 신념을 지키며 산다는 것의 어려움을 느끼게 해주는 영화. 투박하지만 날 것 그대로의 연출이 인상적이었습니다.
9,불안은 끊임없이 삶을 잠식하고 연대의 희망은 실낱같다.
10,가스통.... 진짜 영화보면서 내가 대신 들어 싶더라.영화이긴 하지만 진짜 잘되라고 응원해주고 싶다.
10,괜찮았습니다. 조용한 시간에 조용히 생각하면서 볼 수 있는 영화.
7,사실을 잘 포착한 영화에는 효과음이나 음악이 필요하지 않다는 것을 느낌.
10,살기도 힘들고 죽기도 힘들다 로제타옆에 리케가 있어줬으면 좋겠다
모든 것을 벗어던진 특별한 여행
1,"수입할 영화가 없으니깐 이런 개허접영화도 개봉을 하는구나...용산CGV에서 9천원 주고 예매,.보다가 토 나와서 중간에 나왔다. 개연성 제로에 스토리도 개허접. 이거 볼 돈으로 마스크 사라. 이거 10점 주는 애들은 알바인증하는거니깐 절대 속지 마라!!!"
10,서호주의 광활한 그러나 덥고 건조함이 느껴지는 그 곳에서 상처 입은 두 남녀가 만나고 헤어지는 모습을 통해 상처를 극복해 가는 모습 만으로도 웃음 짓게 만드는 캐쥬얼한 영화였습니다.
10,"개인적으로 여자친구와 너무 재미있게 봤습니다.사람 사는 이야기 인생이야기도 좋았고, 소소한 재미도있었어요. 로맨틱한 스토리도 맘에들었구요 ㅎㅎ"
10,호주 풍경이 아름다워서 보면서 잠시나마 힐링했어요. 주인공들도 귀엽고 코믹해서 웃음나네요. 가볍게 보기 좋아요.
10,"소소하지만 힐링되는, 너무 유쾌한 이야기네요. 이런게 &#39;소확행&#39;인가 싶어요 풍경죽이네욬ㅋ &#39;모든 것을 벗어던진&#39; 이란 제목에 이런 중의적 의미가 있을 줄이야..ㅋㅋ 코로나 때문에 여행 못가는데 완전 대리만족 하고 왔어요!"
8,나름 괜찮았어요 저한테는 지루하지 않고 좋았어요
10,감상평보고 걱정했는데 꽤 재미있었습니다^^
10,
7,서호주의 멋진 풍광과 대자연에서의 좌충우돌 여행기!
10,
유령선
6,연평도 천안함 사건도 잊지맙시다.
10,꼭보세요 저도 전자제품 파는데 중국 해당지역에 거래처가 있어요. 지역의 특징상으로도 일리가 있네요. 그동안 꾸준히 조사하고 있는사람이 있다는것이 신기하기도 했습니다 감독님이 정말 끈기있으시네요
10,꾸준한 조사 감사드립니다. 제대로 밝혀지길 바랍니다.
4,이번 정권 뭐하고 있나요?진실을 밝히라고만하고 필요할땐 세월호 들먹거리면서 정권잡은지 3년이나 됐는데 왜 아직까지 밝히라고만하고 진전이 없나요?
10,날것의 숫자들이 증명해주는 그날 바다의 거짓들.
10,별점 1점은 뭐지 알바썼나ㅋㅋ 정말 잘봤습니다. 뭘 자꾸 진상규명하라고 하냐고 하시는 분들이 있길래 화나서 남겨요 박근혜가 감옥에 들어가고 배만 꺼내면 다인가요? 왜 조작했는지 그리고 배에는 뭘 실은건지 구조는 왜 안했는지 전부 다 밝혀내야죠. 아직도 수면위로 떠오르지 않은 감춰진 진실들이 너무나 많은데 뭘 자꾸 그만하라는건지 모르겠네요. 이렇게 계속 조사해주셔서 감사합니다.
10,&#39;그날 바다&#39;를 보고 진짜 경악을 금치 못했으나 생각의 한 편엔 아직 확실하지 않다 라는 생각이 있었는데 &#39;유령선&#39;을 보고 확신이 생겼다. 분노가 치밀어 오른다. 단순 감정에 호소하는 영화가 아니다 슬픈 영화도 아니다 데이타 분석에 의한 다큐다.박근혜 대통령 기록물 반드시 다 열어봐야하고 제대로된 진상규명 해야 하고 관련자들 모두 처벌해야 한다.
10,"몇년 전 &lt;그날, 바다&gt;라는 영화가 상영되어 세월호 고의 침몰 의혹이 고조되던 시점에 뜬금 없이 무슨 밸브 고장 때문이라며 찬물을 끼얹었던 뉴스타파 인간들아, 이 영화 똑똑히 보고 어디 또 한번 반론을 제기해봐라 !"
10,세월호가지고 다큐좀 그만만들라고? 니들은 세월호가 왜 침몰했는지 모르지?? 당연한거야 검찰에서 적극적으로 수사안하고 그냥 묻어버린건 이유가 있어서야 이런사람들이 안나서면 도데체 누가 세월호에대해 이렇게 자세히 조사할까? 생각좀해라 니들이야말로 세월호사건을 가만히 두고 잊어버리려는 자세가 유가족들을 더 힘들게 하는거야 알겠냐
10,탐사보도가 이루어낸 최고의 경지. 거짓과 공작으로 묻혀져 가는 진실을 파헤치는 집요한 영상 리포트. 억울하게 떠나간 아이들의 원혼 앞에서 어른들의 악랄한 행각을 밝혀내고 심판한다.
"안녕, 나의 소울메이트"
10,올해 본 영화 중에 최고였다 끝나고나서위 여운이 너무 강렬해 울음이 멈추지 않는다
10,"살면서 느낄 수 있는 모든 감정들을 꺼내보고, 곱씹어 보게 하는 그런 영화...여운도 너무 남고... 다시 보면 영화가 완전히 다르게 느껴질 듯"
9,남자가 제일 나쁜놈 ㅠㅠ
10,이런 영화를 만날수 있었던 건 행운입니다.슬프다기보단 마음이 벅차올라서 눈물이 나더군요.제 주변에도 몇분이 훌쩍훌쩍.. 긴말 안할께요 꼭보세요
10,주동우의 매력은 끝이 없네요
10,"내 인생의 소울메이트 영화! 중국 영화라고 기대하지 앟았던 과거의 나 반성해라. 주동우, 마사순 처음 보는 배우들인데 완전 덕통사고 당함 ㅠㅠㅠ"
8,나를 가장 아프게 했던 사람은 내가 제일 좋아했던 사람이었다
10,칠월이가 너무 불쌍함 ㅠㅠ
9,칠월처럼 부모님말 듣고 정해진 틀에서 사는 사람도 있고소수이긴 하지만 안생처럼 정해진 틀을 깨고 자유분방하게 사는 사람도 있고... 누가 맞다고 할 수는 없지만 서로를 이해하는 과정이 아름다웠습니다
10,진짜 2017년 본 영화 중 손꼽히는 영화....배우들 연기도  좋고 푹빠져서 봤습니다.  그 시절 내친구가 생각나게 하는 영화
보희와 녹양
10,여름의 청량함과 십대의 생생함이 살아있는 영화입니다. 남주가 연기를 아주 잘합니다.
10,이 계절에 꼭 봐야 하는 영화. 영혼을 맑게 씩씩하게 해줄 이런 영화를 기다렸다
10,가족구성원이나 성별에 대한 사회적인 편견을 내용을 담고 있는데 부담스럽지 않고 밝고 유쾌하게 보여주는 것 같아요! 대표님 덕분에 재밌게 봤습니다! 김주아님 나중에 다른 영화에서도 보면 오늘 본 보희가 생각날듯해요!!
10,누구나 하나쯤은 갖고있는 개인적 부재를 바라보는 감독의 시선. 한시간 반동안 울고 웃고 부담스럽지 않게 마음에 녹아드는 이야기. 이 시대 꼭 필요한 영화.
10,1억점이 없어서 10점 드립니다.
10,단점은 없고 장점만 있는 전무후무한 영화.
10,보희와 녹양이 너무 싱그럽다! 정말 청정 그 이상의 영화!
10,영화가 끝날 때 까지 편하게 감상한 것이 정말 오랫만이었어요.
10,작년부산국제영화제에서보고개봉하기를기다렸어요~재미있고따뜻하고여운이남는영화~
10,지금 옆에 있는 따뜻한 사람들을 생각나게 하는 영화였다.
시티 오브 갓
10,"내 인생에 10점 짜리 영화는 별로 안된다. 그중에 하나가 바로 이 영화이다. 현장감있는 연출과 카메라 앵글, 케릭터들이 모두 생동감 있고 몰입도가 상당하다. 영화를 보고나면 마치 내가 브라질 빈민가에서 살아봤던것처럼 느낄정도로 정말 잘 만든 영화이다"
9,이 영화보면 브라질 가고싶은 마음이 사라질것이다.
8,악순환의 연속
10,오프닝 시퀀스가 모든것을 얘기해준다.죽음을 기다리는 닭은 가까스로 탈출하지만 결국 다시 잡힐 수 밖에 없다.
8,브라질의 마약과 총기 폭력의 굴레에 벗어나지 못하는 현실적인 이야기.
10,사실적이고  실오라기 하나만 걸친영화?  무례하지만 가식적이지 않은영화... 최고의 찬사를 받을만하다.
9,믿기 힘든 참혹한 현실을 단지 스크린으로 보게 된 것이 얼마나 다행인가.. 인간의 본성에 관해 다시금 생각하게 하는 영화.
10,진부한 헐리웃 영화외는 다른 수작
10,개꿀잼 쌈바 좋아서 브라질 갔다가 어떤일 당할지 예상이 가는 영화
10,"정말 나의 인생 영화 탑 텐에 들정도인 명작 중에 명작인 하나.. 정말 오랜만에 다시 보련다.  다시 보는 영화들이 극히 드물지만..그정도로 이 영화는 다시 한번즘 보고 싶다, 중간에 정말 스토리 전개 죽이는 부분을 다시 보고 싶어서 그런것이다."
광주비디오: 사라진 4시간
1,버스로 경찰 밀어버려서 죽이는 장면도 나오나요?
1,평점이 왜 이렇게 높나했다그 이유를 알것같다 역시 전라도 민주화 운동하던 자들이 대한민국을 장악했는데 민주화는 안되고 공산화가 되가고 있냐 대답좀해봐라 빨갱이들아
2,이게왜;;10점인가했네요...
1,문재앙 지지율 떨어지니까 또 과거사 팔이 나오죠? ㅋㅋㅋ
2,북한도 문화로 세뇌 교육을하겠지? 북한사람들을 빼 닮은 그들
1,너무 재미있어서 제가 딱! 1점 드리겠습니다
1,영화로 정치질 하는 것 극혐. 정의팔이하면서 특정배우(김규리) 밀어주는 건 개극혐
5,이념하에 무고한 산밤들이 희생된 사건이지 근데 이제는 발전을 위해 재조명할 시간이 되지 않았을까?? 이젠 이런 정권의 이익을 위한류의 영화를 더 이상 보고싶진 않음 한쪽의 의견이 아니라 팩트에 근거해서 중립적인 시각의 영화가 나와야하지 않을까
1,광주는...하나의...총기를 들고 일어난...그...폭동이야.그러니까 그 계엄군이 진압하지 않을 수가 없잖아?빨갱이 폭도 새끼들을 40년째 민주화라고 포장하는거 ㅈㄴ 역겹다 이제
1,"선동 조작 날조의 그리운 빨갱이나라 폭동을 폭동이라 부르지 못하는,,,"
바람의 언덕
9,머리로는 이해 안가지만 가슴으로 이해하는..
9,"충분히 그럴 수 있다, 배우들의 연기가 날 설득하고 이해시켰다."
9,내가 사랑했던 엄마의 모든 것이 새삼 그리워집니다.
7,"바람처럼 스며드는 용기로, 서로에게 따뜻하고 또 따뜻할 두려움을 건네는 언덕에서"
10,참아내는 삶속에서 서툴게 표현하는 사람들
9,"편하게, 별다른생각없이 지나쳐갔던 일들과 인물들을 생각하게 하는감동의 영화.주변의 모든것을  소중하게 바라봐야겠어요."
9,"주인공  두배우의  연기호흡도  잘맞고 , 너무  훌륭한  연기였습니다.감정선을  아주 잘그린영화네요오랜만에  마음을  울리는 좋은  영화를봐서흡족했습니다"
10,"이졔 완전히 경지에  오른 연출과 정은경, 장선 두 배우의 완벽한 연기가 매력적인 영화!차곡차곡 쌓아 올린 감정이 폭발하는후반부 다리씬은 올해 최고의 명장면이다!!"
10,도망쳐온 모든 이의 여생이 좀 더 가벼워질 수 있길남겨진 모든 이들에겐 초연한 용기가 깃들길
3,너무 지루하다 그리고 재미 하나도 없다 스토리 또한 최악!
우리들
9,그럼 언제 놀아? 눈물이 핑 돌았다
8,애들이 무슨 걱정이 있냐는 따위 말은 하지 않기를
10,관계라는 건 아이에게나 어른에게나 모두 어렵다. 그 초조하고 불안하고 미묘한 마음들이 너무 세밀하게 담겨있어서 무척 공감됐다. 게다가 윤이는 너무 귀여웠음... 혼자 보기 아까운 영화.
9,"맑고 예쁘고 잔인한 너희들, 결국은 우리들"
10,어린시절 일기장을 어른이 되어 꺼내 본 듯한 영화였습니다.  지금은 추억이 되었지만 그때 그 시절 최대 고민이였던 관계에 대한 궁금증...그 시절 어쩌면 내 모습이였을지도 모를  그  초조한  눈빛을 어린배우들의 연기에서 볼 수 있었습니다.
10,심리묘사가 소름끼칠만큼 섬세해서 한시간반동안 몰입해서 봤어요
9,아이들에게 무슨 마법을 부린 걸까요 너무나 사실적이면서도 여운이 남는 영화네요 아이들과 어른 모두가 꼭 보았으면 좋겠어요
9,좋았습니다. 상영관이랑 상영시간좀 늘려주세요..
10,저번에 출발비디오여행에서봤어요 초등학생들의 갈등 그리고 그들의 우정이야기 어떻게보면 뻔하겠지만 그래도 전혀 조미료들어가지않은 순수한 아이들의 모습그대로를 영상으로 만든거같아서 좋아요 영화얘매상영관좀늘려주며좋겠네요....
10,"보는 내내 울었다. 나는 선이였고, 지아였고, 보라였다. 두번째 보는데, 볼수록 용감한 선이의 모습에 자꾸 눈물이난다. 여덟번 더 봐야지."
다가오는 것들
9,행복을 기대하지만 사실 그 자리를 채우는 것은 희망이다
10,극장이 이렇게 많은데상영해 주는 영화관이 어떻게 이렇게없을 수가 있나요
9,"내 삶에 '다가오는 것들'을 겪고, 견디고, 남몰래 눈물흘리기도 하고, 태어난 손주를 안고 미소지으며 살아간다. 더이상 젊지 않으므로, 젊지 않으나, 지금을 온전히 살아간다."
9,지적인 여성과 그 부류들의 잔잔한일상을 엿볼수 있는 기회. 우리는 취업에 도움안된다며 대학에서조차 사라지는 철학을 고등학교에서 가르치는 교육이 좋아보인다. 인문학은 오로지 인간만이 누릴수 있는 지적 산물 아닌가.
9,부럽네요 철학의 나라.
9,우리는 행복을 기대한다.만일 행복이 안 온다면 희망은 지속되며이 상태는 자체로서 충족된다..
8,삶에 다가오는 변화와 그 주위를 채우는 지성
10,책처럼 책장에 뒀다가 또 읽고싶은 영화
9,다가옴을 막을 수 없으니 견딜 수밖에
7,나의 의지와 상관없이 다가오고 떠나는것들에눈물짓지 말고 나혼자의 홀로서기를 준비하라
백년의 기억
2,전세계를 상대로한 희대의 구라 비핵화 질낮은 연기와 연출 퍼포먼스
1,남북연락사무소 터졌는데 영화감독은 무슨 생각 하고 있을까
1,오늘 연락사무소 사라졌음! 3년간 노력이 물거품으로 변했음!
2,ㅋㅋㅋㅋ코미디 다큐가 아닐런지..
1,아...0점이 없네...
1,"북한의 개들, 공산주의 초종자들, 김씨왕조의 걸래들."
5,백년의 기억을 옥류관 국수에 말아잡순 남북 짱들.. ㅉㅉ
1,정신못차리고 또또ㅉㅉ
1,진짜 미친것들인가...
1,그냥 현정권 선전물....
비행
10,전주영화제에서 놓쳐서 개봉만 기다렸는데 독립영화에서는 보기 힘든 연출과 연기였다. 박수를
1,진짜평점보고 낚였네... 첨부터끝까지지루하다
2,평점보고 봤다가 완전 낚시당했네진짜 개재미없어요별1점도 아깝
10,벼락 끝 청춘의 투박하지만 필사적인 날개짓을 그대로 보여준다.
1,몬이런개똥같은..ㅋㅋㅋ
5,이정도 독립영화 흔하진않지
1,배우가 연기를잘하는게 아니라 평점 알바들이 더 연기를 잘하네
10,거친 느낌을 그대로 담아낸듯한 느낌! 간만에 새로운 영화를 본 기분 ㅎㅎ
10,마약과 관련돼서 자극적인 내용인 줄 알았는데 보는 내내 재밌는 장면과 연출이 이어져서 볼만합니다 탈북민의 다른 환경에서 살아가는데 답답함과 양아치의 환경도 이해하게 되는 영화여서 10대 20대들이 이 영화를 보고 영화처럼 비행할 수 있길 바랍니다.
1,평점주작오지네  ..안본눈삽니다;;
프리즈너
2,진짜 보지마세요 개 오글거리고 병맛에 스토리도 쉣이고 연기도못함 남자친구가 보자고 해서  지금영화 보는중인데 이걸 보자고한 남자친구한테 존?나 화나 미치겠음 옆에서 쳐자노 ㅠ
1,오지호도 다됐네 이런 쓰레기 영화에 나오고이런 영화는 잘 될지 알고 만드는거가?진짜 거지같네
1,이딴 영화 만든 감독을 감옥에 쳐 넣어야된다
1,진짜 기승전결 완벽한 노잼영화
2,절대보지마셈 쓰레기영화ㅋㅋ클레멘타인이하
1,요즘 알바자리 없다더니 다 여기서 평점알바자리 구했냐?
1,낚이지마세요시간이 똥보다 가치가없으면 보세요.
2,와 왠만큼 재미업는 독립영화는 명함도 못내밀겠다 ㅋㅋ 카메라 동선도 안나오는 독방에서의 액션씬은 정말 최고였다 내가 아이폰으로 찍어도 이거보단 나을 듯 ㅋㅋ 와 신선한 충격
1,ㅋㅋㅋ개너잼ㅋㅋㅋ그냥 개노잼 진짜 노잼
1,오지호형님 한테 너무 뭐라하지말자... 처자식 생기면 남자는 뭐든지 할수있다...ㅠㅠ
고양이 집사
10,마음씨 따뜻한 집사님들 덕에 고양이도 사람도 행복해질 수 있는 것 같습니다. 많은 분들이 보시면 좋겠네요.
10,저는 이영화를 보는내내 왜눈물이 났을까요.. 아직도  척박한 길냥이들이 많음에 학대당하고 유기당하는 냥이들이 많음에 맘이아프고슬프고 속상한건 분명하지만 세상이 점점 변하고 따뜻한분들이 많아질거라는 기대 희망을 가져보게되는 영화입니다..많이들 보셨음하네요
10,공존에서 공생으로
10,정말 따뜻한 영화네요 !
10,보는내내 행복했어요 ㅠㅠㅠ 진짜 힐링하고 온 기분입니다
10,"마음이 따뜻해지고 너무 귀여웠던 냥이들 길고양이를 지나치게 슬프거나 고생의 대상으로 보지않고 편안하고 우리와 함께 공존하는 느낌으로 풀어나가서 더 좋았다! 분하거나 슬픈거 전혀 없고 아이들도 즐거운 마음으로 마음껏 볼 수있는 영화. 고양이들이 행복한 세상이 어서 오길 바래봅니다. 정말 귀여웠던 레드 은근 존재감 컸던 조폭이 ㅎㅎㅎ 중국집 아저씨도 정말 존경합니다!!! 춘천 놀러갈게요! 노량진 아주머니들도 너무 감사하고,,,태교 중이었는데 냥이들 덕에 힐링 잘하고 왔어용!"
10,"따뜻한영화잘감상했습니다~~요즘 많은가람들한테 알려져야하는영화~~인간들이 자연파괴로인해 동물들을 갈곳없게만들어놓고,,,인간 자연 동물 함께공존하는 세상왔으면좋겠어요~~더이상 인간의 이기심로인해 자연파괴될일이없고~동물들도 편안하게 사는모습 간절히바랍니다!!제발 그조그만한애들한테 욕하고 돌던지고발로차고 학대좀 하지마세요ㅠㅠ 굳이 그리 야박할필요 있을까요ㅠㅠ사람만 동물를 안해친다면 동물들두 절대로 사람안해칩니다~~그냥 가만히 놔둬도 굶줄임에 아픔에오래못사는 불쌍한아이들입니다ㅠㅜ힘있는자가 힘없고 약자를 보듬어주는세상 동물과인간 유대감꼭필요한세상오기를빕니다!!~~"
10,귀여워서 &#34;아~~~~♡&#34; &#34;오오~~~♡&#34;같은 감탄사가 나오려는 걸 참느라 입 막고 영화를 봤어요곳곳에 숨은 킬링포인트들을 발견하면 나도 모르게 마음이 스르륵 녹아내린답니다. 오랜만에 마음이 힐링되는 귀와 눈이 피로하지 않은 영화를 봐서 행복했어요
10,길고양이들을 돌봐주시는 많은 따뜻한 분들이 계셔서 다행이다라는 생각이 들어요. 보는동안 속상할때도 있었지만 힐링되기도 했어요! 많은 분들이 봤으면 좋겠어요!
10,고양이와 인간의 공존을 다시 한번 생각하게 합니다! 너무 좋았어요~
국도극장
10,"솔직히 감상평을 쓸 정도로 글솜씨가 좋지 못한건 사실인데, 한 편으로는 그런 생각도 든다. 내가 보고 내가 감동 받았으면 그걸로도 충분한데, 굳이 감상평이란 것이 필요할까."
10,나만 그런게 아니구나
6,서울이 문젠겨 니가 문젠겨?
10,모든 출연자의 연기가 딱 적정하다.  최근 몰입해서 본 영화중 가장 잔잔한 감동이 있는 작품.  음향도 녹음도 조명도 연출도 더 느끼고 싶어또 보고 싶다!
10,이상희 배우 너무 매력적이네요. 완전 내 스타일
10,그냥 아무생각없이 멍하니..좋았음
9,"삶이란게 참 논리적이지 못하다.이동휘배우, 이한위 배우가 나란히 앉아서 담배를 태우는 여름의 국도극장. 가을처럼 스며드는 느낌이라 좋았다."
8,슴슴한듯 있을것 같은 스토리 그래서 ... 좋았다. 청년과 노년의 그사이 사회에 속하거나 속하지 못한 그사이 .. 꿈을 찾거나 방황하는 그 사이의 위로 마지막에 영화 간판속에 그와 그의 뒷모습은 매우 닮아있었지 ..
10,이동휘 형님 연기도 너무 좋았고 담배로도 연기를 하는 이동휘 연기도 너무 좋았어요. 모두들 힘들지만 자기 책임은 다하려는 인물들의 모습이 뒤늦게 감동으로 다가왔어요. 전 형님 입장이 너무 공감되어 눈물이 났었어요. 연기 모두 좋습니다.
10,모든 배우가 우리의 삶을 보여줍니다인상적이네요마지막 롱테이크!
밤의 문이 열린다
7,"외롭고 쓸쓸한 나를 그대로 내버려둔 것에 대한 애달픈 반성. 과거를 걸어서라도 되돌리고 싶은 순간들과, 희미하게 비치는 구원의 가능성."
8,"누구의 목소리라도 듣고싶어지는 영화. 피를 뒤집어쓴 귀신이 나오지 않지만 서늘하다. 나도 유령은 아닐까, 이 외로운 도시에서."
8,계속 여운이 남아있다.
8,뭔가 현재의 나를 다시돌아보게 해주는 그런느낌의 영화
10,오늘 봤어요. 잘 봤어요. 오래 생각날 것 같아요. 사는 것이 무엇인지 죽음은 또 무엇인지.. 내 곁의 사람들과 순간의 결정들이 무엇을 남기는지 오래 생각할게요.
9,서늘하면서도 다정다감한 위로. 과장 없이 담대하다. 간만에 몰입해서 본 영화
10,여운이 오래가는 영화에요... 특히 마지막 나래이션
10,"유은정감독님의 첫 독립 장편이라고 하는데 내용도 탄탄하고 정말 좋았고, 배우님들의 연기도 훌륭했어요. 오늘이 개봉일인데 벌써 두 번 봤습니다 오예"
10,영화 잘 봤습니다. 결말이 해피엔딩인지 새드엔딩인지는 사실 잘 모르겠어요. 보고나서 여러가지 생각이 들어서... 앞으로도 좋은 작품 응원합니다.
